ProductNameLong,Description,CompanyName,PackageIdentifier,TypeName,SpecificProductID,SpecificDrugProductID,GenericDrugProductID,EquivalenceCodes,BrandGenericStatus,LicenseTypeName,LegendStatus,MarketStatus,OffMarketDate,Repackaged,PrivateLabel,DEAClassification,ReplacedByPackageID,MarketClasses,PackageSize,Ingredients,OnMarketDate,WACBeginDate,WACPrice,WACPriceChange,WACUnitPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochlorothiazide 50mg Tablet,"bottle, 1,000 each Hydrochlorothiazide 50mg, Oral tablet","Unichem Pharmaceuticals USA, Inc",29300-0129-10,NDC,690,629,160,AB,Generic,aNDA,Rx,On,,No,No,NA,,Thiazide Diuretics (Oral),1000,(637) Hydrochlorothiazide,6/15/2009 0:00,1/9/2019,38.89,(+) 11.11,0.03889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valstar 200mg/5mL Solution for Intravesical Instillation,"box, 4 vials, 5 ml Valrubicin 40mg/1mL, Solution for intravesical use",Endo Pharmaceuticals Solutions Inc. formerly Indevus,67979-0001-01,NDC,17616,14520,9108,AO,Brand,NDA,Rx,On,,No,No,NA,,Anthracyclines (Intravesical),20,(2607) Valrubicin,6/3/2009 0:00,4/1/2019,5797.94,(+) 4.84,289.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clonidine Hydrochloride 0.3mg Tablet,"bottle, 500 each Clonidine HCl 0.3mg, Oral tablet","Unichem Pharmaceuticals USA, Inc",29300-0137-05,NDC,475,447,256,AB,Generic,aNDA,Rx,On,,No,No,NA,,Centrally Acting Alpha Agonists (Oral); Agents for Opioid Withdrawal (Oral),500,(890) Clonidine Hydrochloride,12/15/2014 0:00,9/20/2018,34.8,(+) 20.00,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfamethoxazole/Trimethoprim 200mg-40mg/5ml Suspension (Cherry),"bottle, 473 ml Sulfamethoxazole 200mg/5mL, Trimethoprim 40mg/5mL, Oral suspension","Hi-Tech Pharmacal, a subsidiary of Akorn",50383-0823-16,NDC,2573,2135,1366,AB,Generic,aNDA,Rx,On,,No,No,NA,,Sulfonamide and Trimethoprim Antibiotic Combinations (Oral),473,(1742) Sulfamethoxazole; (2265) Trimethoprim,12/16/2014 0:00,12/3/2018,89.41,(-) 50.18,0.18903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfamethoxazole/Trimethoprim 200mg-40mg/5ml Suspension (Grape),"bottle, 473 ml Sulfamethoxazole 200mg/5mL, Trimethoprim 40mg/5mL, Oral suspension","Hi-Tech Pharmacal, a subsidiary of Akorn",50383-0824-16,NDC,2573,2135,1366,AB,Generic,aNDA,Rx,On,,No,No,NA,,Sulfonamide and Trimethoprim Antibiotic Combinations (Oral),473,(1742) Sulfamethoxazole; (2265) Trimethoprim,12/16/2014 0:00,12/3/2018,89.41,(-) 50.18,0.18903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zenpep (Lipase 3,000unit) Delayed-Release Capsule","bottle, 100 each Lipase 3,000U, Amylase 16,000U, Protease 10,000U, Oral capsule, gastro-resistant pellets","Allergan USA, Inc.",42865-0304-02,NDC,18989,15820,7935,NR,Brand,NDA,Rx,On,,No,No,NA,,Pancreatic Enzymes (Oral),100,(1829) Lipase (Porcine); (130) Amylase (Porcine); (2301) Protease (Porcine),12/16/2014 0:00,1/1/2019,177.63,(+) 9.49,1.7763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zenpep (Lipase 15,000unit) Delayed-Release Capsule","bottle, 100 each Lipase 15,000U, Amylase 82,000U, Protease 51,000U, Oral capsule, gastro-resistant pellets","Allergan USA, Inc.",42865-0302-02,NDC,18357,15209,7935,NR,Brand,NDA,Rx,On,,No,No,NA,,Pancreatic Enzymes (Oral),100,(1829) Lipase (Porcine); (130) Amylase (Porcine); (2301) Protease (Porcine),12/16/2014 0:00,1/1/2019,483.87,(+) 9.50,4.8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onglyza 5mg Tablet,"bottle, 30 each Saxagliptin 5mg, Oral tablet",AstraZeneca Pharmaceuticals LP,00310-6105-30,NDC,16673,13646,8630,NR,Brand,NDA,Rx,On,,No,No,NA,,Dipeptidyl Peptidase-4 (DPP-4) Inhibitor Antidiabetics (Oral),30,(3902) Saxagliptin,12/16/2014 0:00,1/1/2019,420.49,(+) 3.00,14.01633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atorvastatin Calcium 80mg Tablet,"bottle, 500 each Atorvastatin Ca 80mg, Oral tablet",Marlex Pharmaceuticals,10135-0653-05,NDC,6149,4640,710,AB,Generic,aNDA,Rx,On,,No,No,NA,,HMG-CoA Reductase Inhibitors/Statins (Oral),500,(186) Atorvastatin Calcium,9/1/2018 0:00,9/1/2018,58.06,,0.11612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denavir 1% Topical Cream,"tube, 5 grams Penciclovir Sod 1%, Topical cream",Mylan Pharmaceuticals Inc.,00378-9720-55,NDC,136,128,82,NR,Brand,NDA,Rx,On,,No,No,NA,,Topical Antivirals (Topical),5,(1666) Penciclovir Sodium,9/21/2018 0:00,9/21/2018,811.99,,162.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseltamivir Phosphate 30mg Capsule,"box, 1 unit dose blister card, 10 each Oseltamivir PO4 30mg, Oral capsule","Strides Pharma., Inc.",64380-0797-01,NDC,15210,12440,819,AB,Generic,aNDA,Rx,On,,No,No,NA,,Neuraminidase Inhibitor Antivirals (Oral),10,(785) Oseltamivir Phosphate,9/24/2018 0:00,9/24/2018,79.55,,7.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseltamivir Phosphate 45mg Capsule,"box, 1 unit dose blister card, 10 each Oseltamivir PO4 45mg, Oral capsule","Strides Pharma., Inc.",64380-0798-01,NDC,15211,12441,819,AB,Generic,aNDA,Rx,On,,No,No,NA,,Neuraminidase Inhibitor Antivirals (Oral),10,(785) Oseltamivir Phosphate,9/24/2018 0:00,9/24/2018,79.55,,7.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseltamivir Phosphate 75mg Capsule,"box, 1 unit dose blister card, 10 each Oseltamivir PO4 75mg, Oral capsule","Strides Pharma., Inc.",64380-0799-01,NDC,1564,1410,819,AB,Generic,aNDA,Rx,On,,No,No,NA,,Neuraminidase Inhibitor Antivirals (Oral),10,(785) Oseltamivir Phosphate,9/24/2018 0:00,9/24/2018,86.71,,8.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minolira 135mg Extended-Release Tablet,"bottle, 30 each Minocycline 135mg, Oral tablet, biphasic release","EPI Health, LLC",71403-0102-30,NDC,26192,21391,13225,NR,Brand,NDA,Rx,On,,No,No,NA,,Oral Anti-Acne Non-Retinoids (Oral); Natural and Semi-Synthetic Tetracycline Antibiotics (Oral),30,(4459) Minocycline,9/21/2018 0:00,9/21/2018,650,,21.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylergonovine Maleate 0.2mg Tablet,"bottle, 28 each Methylergonovine Maleate 0.2mg, Oral tablet",Amneal Pharmaceuticals LLC,69238-1605-08,NDC,3766,3020,2039,AB,Generic,aNDA,Rx,On,,No,No,NA,,Labor Inducers (Oral),28,(1368) Methylergonovine Maleate,9/21/2018 0:00,9/21/2018,1505.07,,53.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylergonovine Maleate 0.2mg Tablet,"bottle, 12 each Methylergonovine Maleate 0.2mg, Oral tablet",Amneal Pharmaceuticals LLC,69238-1605-02,NDC,3766,3020,2039,AB,Generic,aNDA,Rx,On,,No,No,NA,,Labor Inducers (Oral),12,(1368) Methylergonovine Maleate,9/21/2018 0:00,9/21/2018,645.4,,53.78333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 300mg Capsule,"bottle, 500 each Gabapentin 300mg, Oral capsule","AvKARE, Inc.",42291-0301-50,NDC,373,351,105,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",500,(1404) Gabapentin,8/20/2018 0:00,2/4/2019,41.78,(+) 43.57,0.08356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morphine Sulfate 40mg Extended-Release Capsule,"bottle, 100 each Morphine SO4 40mg, Oral capsule, extended release","Impax Generics, a division of Impax Laboratories, Inc.",00115-1479-01,NDC,20572,17279,755,AB,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists (Oral),100,(1987) Morphine Sulfate,9/25/2018 0:00,9/25/2018,1415.14,,14.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levocetirizine 5mg Tablet,"bottle, 30 each Levocetirizine 5mg, Oral tablet","Dr. Reddy's Laboratories, Inc.",43598-0735-30,NDC,14998,12257,7871,NR,Generic,aNDA,OTC,On,,No,No,NA,,Second generation (non-sedating) Antihistamines (Oral),30,(1802) Levocetirizine,9/1/2018 0:00,9/1/2018,10.52,,0.35067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levocetirizine 5mg Tablet,"bottle, 90 each Levocetirizine 5mg, Oral tablet","Dr. Reddy's Laboratories, Inc.",43598-0735-90,NDC,14998,12257,7871,NR,Generic,aNDA,OTC,On,,No,No,NA,,Second generation (non-sedating) Antihistamines (Oral),90,(1802) Levocetirizine,9/1/2018 0:00,9/1/2018,17.92,,0.19911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranitidine Hydrochloride 150mg Capsule,"bottle, 500 each Ranitidine HCl 150mg, Oral capsule",Aurobindo Pharma Limited,59651-0144-05,NDC,1643,1476,859,AB,Generic,aNDA,Rx,On,,No,No,NA,,H2 Antagonists (Oral),500,(2350) Ranitidine Hydrochloride,9/26/2018 0:00,9/26/2018,404.48,,0.80896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranitidine Hydrochloride 150mg Capsule,"bottle, 60 each Ranitidine HCl 150mg, Oral capsule",Aurobindo Pharma Limited,59651-0144-60,NDC,1643,1476,859,AB,Generic,aNDA,Rx,On,,No,No,NA,,H2 Antagonists (Oral),60,(2350) Ranitidine Hydrochloride,9/26/2018 0:00,9/26/2018,49.04,,0.81733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranitidine Hydrochloride 300mg Capsule,"bottle, 30 each Ranitidine HCl 300mg, Oral capsule",Aurobindo Pharma Limited,59651-0145-30,NDC,1642,1475,859,AB,Generic,aNDA,Rx,On,,No,No,NA,,H2 Antagonists (Oral),30,(2350) Ranitidine Hydrochloride,9/26/2018 0:00,9/26/2018,44.21,,1.47367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bupropion Hydrochloride 450mg Extended-Release (XL) Tablet,"bottle, 30 each Bupropion HCl 450mg, Oral tablet, extended release 24 hour","Alvogen, Inc.",47781-0637-30,NDC,20185,16975,41,NR,Generic,NDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),30,(318) Bupropion Hydrochloride,9/28/2018 0:00,9/28/2018,379.89,,12.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prazosin Hydrochloride 5mg Capsule,"bottle, 250 each Prazosin HCl 5mg, Oral capsule",Marlex Pharmaceuticals,10135-0668-69,NDC,1015,928,380,AB,Generic,aNDA,Rx,On,,No,No,NA,,Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral),250,(2532) Prazosin Hydrochloride,10/1/2018 0:00,11/6/2018,94.75,(+) 1.06,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talzenna 1mg Capsule,"bottle, 30 each Talazoparib 1mg, Oral capsule",Pfizer Inc.,00069-1195-30,NDC,26283,21420,13560,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Poly (ADP-ribose) Polymerase (PARP) Inhibitors (Oral),30,(5959) Talazoparib,10/29/2018 0:00,10/29/2018,14580,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tizanidine Hydrochloride 2mg Capsule,"bottle, 150 each Tizanidine HCl 2mg, Oral capsule","SA3, LLC",69420-1502-01,NDC,39,33,29,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Muscle Relaxants, Centrally Acting, Plain (Oral)",150,(1488) Tizanidine Hydrochloride,10/1/2018 0:00,10/1/2018,338.93,,2.25953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tizanidine Hydrochloride 4mg Capsule,"bottle, 150 each Tizanidine HCl 4mg, Oral capsule","SA3, LLC",69420-1504-01,NDC,40,34,29,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Muscle Relaxants, Centrally Acting, Plain (Oral)",150,(1488) Tizanidine Hydrochloride,10/1/2018 0:00,10/1/2018,429.6,,2.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tizanidine Hydrochloride 6mg Capsule,"bottle, 150 each Tizanidine HCl 6mg, Oral capsule","SA3, LLC",69420-1506-01,NDC,41,35,29,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Muscle Relaxants, Centrally Acting, Plain (Oral)",150,(1488) Tizanidine Hydrochloride,10/1/2018 0:00,10/1/2018,644.37,,4.2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocodone Bitartrate/Guaifensin 2.5mg-200mg/5mL Solution,"bottle, 118 ml Hydrocodone Bit 2.5mg/5mL, Guaifenesin 200mg/5mL, Oral solution","Burke Therapeutics, LLC",69101-0620-01,NDC,22418,18999,2034,NR,Generic,AG,Rx,On,,No,No,schedule II,,Opioid Antitussive and Expectorant Combinations (Oral),118,(639) Hydrocodone Bitartrate; (1153) Guaifenesin,10/16/2018 0:00,10/16/2018,1258,,10.66102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 100mg Capsule,"bottle, 1,000 each Gabapentin 100mg, Oral capsule","Golden State Medical Supply, Inc.",51407-0047-10,NDC,173,162,105,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",1000,(1404) Gabapentin,10/18/2018 0:00,10/18/2018,17.15,,0.01715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 100mg Capsule,"bottle, 180 each Gabapentin 100mg, Oral capsule","Golden State Medical Supply, Inc.",51407-0047-18,NDC,173,162,105,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",180,(1404) Gabapentin,10/18/2018 0:00,10/18/2018,3.95,,0.02194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.1mg/24hr Transdermal Patch,"box, 8 pouches, 1 each Estradiol 0.1mg/24h, Transdermal patch - Biweekly",Mylan Pharmaceuticals Inc.,00378-4623-26,NDC,3933,3147,19,AB3,Generic,aNDA,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",8,(648) Estradiol,11/1/2018 0:00,11/1/2018,142.44,,17.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.1mg/24hr Transdermal Patch,"pouch, 1 each Estradiol 0.1mg/24h, Transdermal patch - Biweekly",Mylan Pharmaceuticals Inc.,00378-4623-16,NDC,3933,3147,19,AB3,Generic,aNDA,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1,(648) Estradiol,11/1/2018 0:00,11/1/2018,17.81,,17.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diltiazem Hydrochloride 120mg Extended-Release Capsule,"bottle, 90 each Diltiazem HCl 120mg, Oral capsule, extended release",Zydus Pharmaceuticals (USA) Inc.,68382-0595-16,NDC,48,42,33,AB3,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-anginal Agents, other (Oral); Anti-arrhythmics, Class IV (Oral); Benzothiazepine Calcium Channel Blockers (Oral)",90,(1111) Diltiazem Hydrochloride,11/5/2018 0:00,11/5/2018,67.95,,0.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metoprolol Succinate 100mg Extended-Release Tablet,"bottle, 100 each Metoprolol Succ 100mg, Oral tablet, extended release",Northstar Rx LLC,16714-0854-01,NDC,1021,934,537,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",100,(1381) Metoprolol Succinate,11/6/2018 0:00,11/6/2018,99.37,,0.9937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metoprolol Succinate 100mg Extended-Release Tablet,"bottle, 500 each Metoprolol Succ 100mg, Oral tablet, extended release",Northstar Rx LLC,16714-0854-02,NDC,1021,934,537,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",500,(1381) Metoprolol Succinate,11/6/2018 0:00,11/6/2018,383.86,,0.76772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metoprolol Succinate 200mg Extended-Release Tablet,"bottle, 100 each Metoprolol Succ 200mg, Oral tablet, extended release",Northstar Rx LLC,16714-0855-01,NDC,1022,935,537,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",100,(1381) Metoprolol Succinate,11/6/2018 0:00,11/6/2018,158,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metoprolol Succinate 200mg Extended-Release Tablet,"bottle, 500 each Metoprolol Succ 200mg, Oral tablet, extended release",Northstar Rx LLC,16714-0855-02,NDC,1022,935,537,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",500,(1381) Metoprolol Succinate,11/6/2018 0:00,11/6/2018,600.44,,1.20088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluocinolone Acetonide Oil 0.01% Ear Drops,"bottle, dropper, 20 ml Fluocinolone Acetonide 0.01%, Otic drops, oil",Perrigo Pharmaceuticals Company,45802-0009-10,NDC,16583,13577,8596,AT,Generic,aNDA,Rx,On,,No,No,NA,,Otic Corticosteroids (Auricular (Otic)),20,(723) Fluocinolone Acetonide,10/2/2017 0:00,6/19/2019,116.53,(-) 33.33,5.8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydromorphone Hydrochloride 32mg Extended-Release Tablet,"bottle, 100 each Hydromorphone HCl 32mg, Oral tablet, extended release","Paddock Laboratories Inc, a Perrigo Family",00574-0297-01,NDC,20091,16886,9005,AB,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists (Oral),100,(1590) Hydromorphone Hydrochloride,10/2/2017 0:00,8/2/2018,2029,(-) 36.59,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzonatate 100mg Liquid Filled Capsule,"bottle, 100 each Benzonatate 100mg, Oral capsule, liquid filled","Ascend Laboratories, LLC a Subsidiary of Alkem Laboratories Ltd",67877-0573-01,NDC,1182,1085,625,AA,Generic,aNDA,Rx,On,,No,No,NA,,Non-Opioid Antitussives (Oral),100,(241) Benzonatate,9/30/2017 0:00,10/1/2018,25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzonatate 200mg Liquid Filled Capsule,"bottle, 100 each Benzonatate 200mg, Oral capsule, liquid filled","Ascend Laboratories, LLC a Subsidiary of Alkem Laboratories Ltd",67877-0575-01,NDC,1895,1676,625,AA,Generic,aNDA,Rx,On,,No,No,NA,,Non-Opioid Antitussives (Oral),100,(241) Benzonatate,9/30/2017 0:00,10/1/2018,40,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzonatate 200mg Liquid Filled Capsule,"bottle, 500 each Benzonatate 200mg, Oral capsule, liquid filled","Ascend Laboratories, LLC a Subsidiary of Alkem Laboratories Ltd",67877-0575-05,NDC,1895,1676,625,AA,Generic,aNDA,Rx,On,,No,No,NA,,Non-Opioid Antitussives (Oral),500,(241) Benzonatate,9/30/2017 0:00,10/1/2018,190,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guaifenesin/Dextromethorpan 100mg-10mg/5mL Syrup,"tray, 10 unit dose cups, 5 ml Dextromethorphan HBr 10mg/5mL, Guaifenesin 100mg/5mL, Oral syrup",Pharmaceutical Associates Inc Div Beach Products,00121-0638-00,NDC,6956,5233,1862,NA,Generic,OTC Final,OTC,On,,No,No,NA,,Non-Opioid Antitussive and Expectorant Combinations (Oral),50,(1061) Dextromethorphan Hydrobromide; (1153) Guaifenesin,10/11/2017 0:00,2/1/2019,20.8,(+) 38.66,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guaifenesin/Dextromethorpan 100mg-10mg/5mL Syrup,"unit dose cup, 5 ml Dextromethorphan HBr 10mg/5mL, Guaifenesin 100mg/5mL, Oral syrup",Pharmaceutical Associates Inc Div Beach Products,00121-0638-05,NDC,6956,5233,1862,NA,Generic,OTC Final,OTC,On,,No,No,NA,,Non-Opioid Antitussive and Expectorant Combinations (Oral),5,(1061) Dextromethorphan Hydrobromide; (1153) Guaifenesin,10/11/2017 0:00,2/1/2019,2.08,(+) 38.66,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGREZZA 80mg Capsule,"bottle, 30 each Valbenazine 80mg, Oral capsule","Neurocrine Biosciences, Inc.",70370-1080-01,NDC,25499,20962,13203,NR,Brand,NDA,Rx,On,,No,No,NA,,Monoamine Depletor (Oral),30,(5778) Valbenazine,10/5/2017 0:00,12/6/2018,6474,(+) 4.00,215.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGREZZA 40mg Capsule,"bottle, 30 each Valbenazine 40mg, Oral capsule","Neurocrine Biosciences, Inc.",70370-1040-01,NDC,25196,20755,13203,NR,Brand,NDA,Rx,On,,No,No,NA,,Monoamine Depletor (Oral),30,(5778) Valbenazine,10/5/2017 0:00,12/6/2018,5980,(+) 4.00,199.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aripiprazole 2mg Tablet,"bottle, 500 each Aripiprazole 2mg, Oral tablet",Ajanta Pharma USA Inc,27241-0051-08,NDC,11569,9198,61,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antidepressant Augmentation Drugs (Oral); Partial Dopamine Receptor Agonist Antipsychotics (Oral),500,(171) Aripiprazole,10/6/2017 0:00,8/20/2018,350,(-) 12.50,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aripiprazole 5mg Tablet,"bottle, 500 each Aripiprazole 5mg, Oral tablet",Ajanta Pharma USA Inc,27241-0052-08,NDC,188,177,61,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antidepressant Augmentation Drugs (Oral); Partial Dopamine Receptor Agonist Antipsychotics (Oral),500,(171) Aripiprazole,10/6/2017 0:00,8/20/2018,350,(-) 12.50,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aripiprazole 10mg Tablet,"bottle, 500 each Aripiprazole 10mg, Oral tablet",Ajanta Pharma USA Inc,27241-0053-08,NDC,11537,9167,61,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antidepressant Augmentation Drugs (Oral); Partial Dopamine Receptor Agonist Antipsychotics (Oral),500,(171) Aripiprazole,10/6/2017 0:00,8/20/2018,350,(-) 12.50,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aripiprazole 15mg Tablet,"bottle, 500 each Aripiprazole 15mg, Oral tablet",Ajanta Pharma USA Inc,27241-0054-08,NDC,11538,9168,61,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antidepressant Augmentation Drugs (Oral); Partial Dopamine Receptor Agonist Antipsychotics (Oral),500,(171) Aripiprazole,10/6/2017 0:00,8/20/2018,350,(-) 12.50,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocodone Bitartrate/Acetaminophen 7.5mg-325mg Tablet,"bottle, 100 each Hydrocodone Bit 7.5mg, APAP 325mg, Oral tablet",Eywa Pharma Inc.,71930-0020-12,NDC,227,216,133,AA,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists and Other Drug Combinations (Oral),100,(639) Hydrocodone Bitartrate; (12) Acetaminophen,9/13/2018 0:00,9/13/2018,31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocodone Bitartrate/Acetaminophen 7.5mg-325mg Tablet,"bottle, 500 each Hydrocodone Bit 7.5mg, APAP 325mg, Oral tablet",Eywa Pharma Inc.,71930-0020-52,NDC,227,216,133,AA,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists and Other Drug Combinations (Oral),500,(639) Hydrocodone Bitartrate; (12) Acetaminophen,9/13/2018 0:00,9/13/2018,150,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet,"bottle, 500 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet",Eywa Pharma Inc.,71930-0021-52,NDC,1361,1237,133,AA,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists and Other Drug Combinations (Oral),500,(639) Hydrocodone Bitartrate; (12) Acetaminophen,9/13/2018 0:00,9/13/2018,190,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet,"bottle, 100 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet",Eywa Pharma Inc.,71930-0021-12,NDC,1361,1237,133,AA,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists and Other Drug Combinations (Oral),100,(639) Hydrocodone Bitartrate; (12) Acetaminophen,9/13/2018 0:00,9/13/2018,38,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicyclomine Hydrochloride 20mg Tablet,"bottle, 1,000 each Dicyclomine HCl 20mg, Oral tablet",Hikma Pharmaceuticals USA Inc.,00143-1227-10,NDC,892,815,470,AB,Generic,aNDA,Rx,On,,No,No,NA,,Anticholinergic Gastrointestinal Antispasmodics (Oral),1000,(1086) Dicyclomine Hydrochloride,9/17/2018 0:00,9/17/2018,255,,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicyclomine Hydrochloride 20mg Tablet,"bottle, 100 each Dicyclomine HCl 20mg, Oral tablet",Hikma Pharmaceuticals USA Inc.,00143-1227-01,NDC,892,815,470,AB,Generic,aNDA,Rx,On,,No,No,NA,,Anticholinergic Gastrointestinal Antispasmodics (Oral),100,(1086) Dicyclomine Hydrochloride,9/17/2018 0:00,9/17/2018,27.75,,0.2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicyclomine Hydrochloride 10mg Capsule,"bottle, 1,000 each Dicyclomine HCl 10mg, Oral capsule",Hikma Pharmaceuticals USA Inc.,00143-3126-10,NDC,891,814,469,AB,Generic,aNDA,Rx,On,,No,No,NA,,Anticholinergic Gastrointestinal Antispasmodics (Oral),1000,(1086) Dicyclomine Hydrochloride,9/17/2018 0:00,9/17/2018,184.5,,0.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
