"ProductNameLong","Description","CompanyName","PackageIdentifier","TypeName","SpecificProductID","SpecificDrugProductID","GenericDrugProductID","EquivalenceCodes","BrandGenericStatus","LicenseTypeName","LegendStatus","MarketStatus","OffMarketDate","Repackaged","PrivateLabel","DEAClassification","ReplacedByPackageID","MarketClasses","PackageSize","Ingredients","OnMarketDate","WACBeginDate","WACPrice","WACPriceChange","WACUnitPrice"
"Econazole Nitrate 1% Topical Cream","tube, 30 grams Econazole Nitrate 1%, Topical cream","Mylan Pharmaceuticals Inc.","00378-7625-49","NDC",1966,1702,1018,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Topical Dermatological Antifungals (Topical)",30.0000,"(1208) Econazole Nitrate","2018-10-02 00:00:00","2018-10-02","50.06",,"1.66867"
"Econazole Nitrate 1% Topical Cream","tube, 85 grams Econazole Nitrate 1%, Topical cream","Mylan Pharmaceuticals Inc.","00378-7625-85","NDC",1966,1702,1018,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Topical Dermatological Antifungals (Topical)",85.0000,"(1208) Econazole Nitrate","2018-10-02 00:00:00","2018-10-02","100.04",,"1.17694"
"Potassium Chloride 10% Solution","tray, 10 unit dose cups, 15 ml Potassium Cl 20mEq/15mL, Oral solution","American Health Packaging","60687-0341-71","NDC",2822,2339,1502,"AA","Generic","aNDA","Rx","On",,"No","No","NA",,"Potassium Supplements (Oral)",150.0000,"(2501) Potassium Chloride","2018-10-08 00:00:00","2018-10-08","139.20",,"0.92800"
"Clozapine 200mg Tablet","unit dose blister card, 1 each Clozapine 200mg, Oral tablet","American Health Packaging","60687-0426-11","NDC",11243,8877,85,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Multi-Acting Receptor-Targeted Antipsychotics (MARTA) (Oral)",1.0000,"(898) Clozapine","2019-01-21 00:00:00","2019-01-21","3.22",,"3.22000"
"Isosorbide Dinitrate 5mg Tablet","bottle, 100 each Isosorbide Dinitrate 5mg, Oral tablet","BluePoint Laboratories","68001-0373-00","NDC",1109,1018,546,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Nitrites and Nitrates, Plain (Oral)",100.0000,"(1614) Isosorbide Dinitrate","2019-01-21 00:00:00","2019-01-21","52.53",,"0.52530"
"Hydrocodone Bitartrate/Acetaminophen 7.5mg-325mg Tablet","box, 10 unit dose blister card, 10 each Hydrocodone Bit 7.5mg, APAP 325mg, Oral tablet","American Health Packaging","60687-0407-01","NDC",227,216,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",100.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2019-01-21 00:00:00","2019-01-21","53.75",,"0.53750"
"Hydrocodone Bitartrate/Acetaminophen 7.5mg-325mg Tablet","unit dose blister card, 1 each Hydrocodone Bit 7.5mg, APAP 325mg, Oral tablet","American Health Packaging","60687-0407-11","NDC",227,216,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",1.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2019-01-21 00:00:00","2019-01-21","0.54",,"0.53750"
"Isosorbide Dinitrate 10mg Tablet","bottle, 100 each Isosorbide Dinitrate 10mg, Oral tablet","BluePoint Laboratories","68001-0374-00","NDC",1110,1019,546,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Nitrites and Nitrates, Plain (Oral)",100.0000,"(1614) Isosorbide Dinitrate","2019-01-21 00:00:00","2019-03-28","86.68","(+) 49.99","0.86680"
"Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet","box, 10 unit dose blister card, 10 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet","American Health Packaging","60687-0418-01","NDC",1361,1237,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",100.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2019-01-21 00:00:00","2019-01-21","90.00",,"0.90000"
"Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet","unit dose blister card, 1 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet","American Health Packaging","60687-0418-11","NDC",1361,1237,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",1.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2019-01-21 00:00:00","2019-01-21","0.90",,"0.90000"
"Isosorbide Dinitrate 20mg Tablet","bottle, 100 each Isosorbide Dinitrate 20mg, Oral tablet","BluePoint Laboratories","68001-0375-00","NDC",1036,949,546,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Nitrites and Nitrates, Plain (Oral)",100.0000,"(1614) Isosorbide Dinitrate","2019-01-21 00:00:00","2019-03-28","95.35","(+) 49.99","0.95350"
"Enoxaparin Sodium 30mg/0.3mL Solution for Injection","box, 10 pre-filled syringe with needle, 0.3 ml Enoxaparin Sod (Porcine) 30mg/0.3mL, Solution for injection","Apotex Corp","60505-0791-04","NDC",4730,3687,2585,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Fractionated Heparins (LMWHs) (Subcutaneous)",3.0000,"(1236) Enoxaparin Sodium (Porcine)","2019-01-16 00:00:00","2019-01-16","45.00",,"15.00000"
"Oxycodone Hydrochloride/Acetaminophen 10mg-325mg Tablet","box, 5 unit dose blister card, 10 each Oxycodone HCl 10mg, APAP 325mg, Oral tablet","AvPAK; a Division of AvKARE Inc","50268-0646-15","NDC",389,366,124,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",50.0000,"(2057) Oxycodone Hydrochloride; (12) Acetaminophen","2018-07-09 00:00:00","2018-07-09","62.86",,"1.25720"
"Oxycodone Hydrochloride/Acetaminophen 10mg-325mg Tablet","unit dose blister card, 1 each Oxycodone HCl 10mg, APAP 325mg, Oral tablet","AvPAK; a Division of AvKARE Inc","50268-0646-11","NDC",389,366,124,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",1.0000,"(2057) Oxycodone Hydrochloride; (12) Acetaminophen","2018-07-09 00:00:00","2018-07-09","1.26",,"1.25720"
"Capecitabine 150mg Tablet","bottle, 60 each Capecitabine 150mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0095-60","NDC",2171,1869,1143,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Pyrimidine Analogs (Oral)",60.0000,"(395) Capecitabine","2018-08-08 00:00:00","2018-08-08","52.50",,"0.87500"
"Capecitabine 500mg Tablet","bottle, 120 each Capecitabine 500mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0096-12","NDC",2172,1870,1143,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Pyrimidine Analogs (Oral)",120.0000,"(395) Capecitabine","2018-08-08 00:00:00","2018-08-08","52.50",,"0.43750"
"Mometasone Furoate 0.1% Topical Ointment","tube, 45 grams Mometasone Furoate 0.1%, Topical ointment","Cosette Pharmaceuticals, Inc.","00713-0727-37","NDC",958,875,501,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",45.0000,"(1980) Mometasone Furoate","2018-08-16 00:00:00","2018-08-16","28.00",,"0.62222"
"Mometasone Furoate 0.1% Topical Ointment","tube, 15 grams Mometasone Furoate 0.1%, Topical ointment","Cosette Pharmaceuticals, Inc.","00713-0727-15","NDC",958,875,501,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",15.0000,"(1980) Mometasone Furoate","2018-08-16 00:00:00","2018-08-16","16.00",,"1.06667"
"Betamethasone Dipropionate 0.05% Topical Lotion","bottle, 60 ml Betamethasone Diprop 0.05%, Topical lotion","Cosette Pharmaceuticals, Inc.","00713-0728-53","NDC",1479,1344,777,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",60.0000,"(256) Betamethasone Dipropionate","2018-08-16 00:00:00","2018-08-16","38.00",,"0.63333"
"Mometasone Furoate 0.1% Topical Cream","tube, 45 grams Mometasone Furoate 0.1%, Topical cream","Cosette Pharmaceuticals, Inc.","00713-0726-37","NDC",960,877,502,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",45.0000,"(1980) Mometasone Furoate","2018-08-16 00:00:00","2018-08-16","30.00",,"0.66667"
"Mometasone Furoate 0.1% Topical Cream","tube, 15 grams Mometasone Furoate 0.1%, Topical cream","Cosette Pharmaceuticals, Inc.","00713-0726-15","NDC",960,877,502,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",15.0000,"(1980) Mometasone Furoate","2018-08-16 00:00:00","2018-08-16","17.50",,"1.16667"
"Duloxetine 60mg Delayed-Release Capsule","bottle, 1,000 each Duloxetine 60mg, Oral capsule, gastro-resistant pellets","Ajanta Pharma USA Inc","27241-0099-90","NDC",11742,9366,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",1000.0000,"(576) Duloxetine","2017-08-08 00:00:00","2018-08-20","300.00","(-) 50.00","0.30000"
"Duloxetine 60mg Delayed-Release Capsule","bottle, 30 each Duloxetine 60mg, Oral capsule, gastro-resistant pellets","Ajanta Pharma USA Inc","27241-0099-03","NDC",11742,9366,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",30.0000,"(576) Duloxetine","2017-08-08 00:00:00","2018-08-20","9.00","(-) 55.00","0.30000"
"Duloxetine 20mg Delayed-Release Capsule","bottle, 60 each Duloxetine 20mg, Oral capsule, gastro-resistant pellets","Ajanta Pharma USA Inc","27241-0097-06","NDC",11740,9364,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",60.0000,"(576) Duloxetine","2017-08-08 00:00:00","2018-08-20","18.00","(-) 55.00","0.30000"
"Duloxetine 30mg Delayed-Release Capsule","bottle, 30 each Duloxetine 30mg, Oral capsule, gastro-resistant pellets","Ajanta Pharma USA Inc","27241-0098-03","NDC",11741,9365,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",30.0000,"(576) Duloxetine","2017-08-08 00:00:00","2018-08-20","9.00","(-) 55.00","0.30000"
"Doxazosin Mesylate 1mg Tablet","bottle, 100 each Doxazosin Mesylate 1mg, Oral tablet","Accord Healthcare, Inc.","16729-0211-01","NDC",1202,1100,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",100.0000,"(558) Doxazosin Mesylate","2015-03-01 00:00:00","2018-07-20","42.53","(-) 36.92","0.42530"
"Doxazosin Mesylate 1mg Tablet","bottle, 1,000 each Doxazosin Mesylate 1mg, Oral tablet","Accord Healthcare, Inc.","16729-0211-17","NDC",1202,1100,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",1000.0000,"(558) Doxazosin Mesylate","2015-03-01 00:00:00","2018-07-20","425.30","(-) 36.92","0.42530"
"Doxazosin Mesylate 4mg Tablet","bottle, 100 each Doxazosin Mesylate 4mg, Oral tablet","Accord Healthcare, Inc.","16729-0213-01","NDC",1201,1099,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",100.0000,"(558) Doxazosin Mesylate","2015-03-01 00:00:00","2018-07-20","47.93","(-) 32.27","0.47930"
"Doxazosin Mesylate 4mg Tablet","bottle, 1,000 each Doxazosin Mesylate 4mg, Oral tablet","Accord Healthcare, Inc.","16729-0213-17","NDC",1201,1099,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",1000.0000,"(558) Doxazosin Mesylate","2015-03-01 00:00:00","2018-07-20","479.30","(-) 32.27","0.47930"
"Aplenzin 348mg Extended-Release Tablet","bottle, 30 each Bupropion Hydrobromide 348mg, Oral tablet, extended release","Bausch Health US, LLC","00187-5811-30","NDC",16239,13274,8400,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Miscellaneous Antidepressants (Oral)",30.0000,"(3860) Bupropion Hydrobromide","2015-03-25 00:00:00","2019-01-18","1818.75","(+) 6.00","60.62500"
"Diclofenac Sodium 1.5% Topical Solution","bottle, dropper, 150 ml Diclofenac Sod 1.5%, Topical solution","Taro Pharmaceuticals USA Inc","51672-1358-02","NDC",17355,14272,9004,"AT","Generic","aNDA","Rx","On",,"No","No","NA",,"Topical Anti-inflammatory (Topical)",150.0000,"(1082) Diclofenac Sodium","2015-03-30 00:00:00","2018-09-05","56.49","(-) 72.91","0.37660"
"Buspirone Hydrochloride 15mg Tablet","bottle, 500 each Buspirone HCl 15mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","68382-0182-05","NDC",58,52,38,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anxiolytics, Non-Benzodiazepines (Oral)",500.0000,"(319) Buspirone Hydrochloride","2014-08-29 00:00:00","2018-07-06","43.62","(-) 30.00","0.08724"
"Buspirone Hydrochloride 15mg Tablet","bottle, 100 each Buspirone HCl 15mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","68382-0182-01","NDC",58,52,38,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anxiolytics, Non-Benzodiazepines (Oral)",100.0000,"(319) Buspirone Hydrochloride","2014-08-29 00:00:00","2018-07-06","8.95","(-) 29.96","0.08950"
"Buspirone Hydrochloride 30mg Tablet","bottle, 60 each Buspirone HCl 30mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","68382-0183-14","NDC",430,406,38,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anxiolytics, Non-Benzodiazepines (Oral)",60.0000,"(319) Buspirone Hydrochloride","2014-08-29 00:00:00","2018-07-06","63.00","(-) 30.00","1.05000"
"Buspirone Hydrochloride 30mg Tablet","bottle, 500 each Buspirone HCl 30mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","68382-0183-05","NDC",430,406,38,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anxiolytics, Non-Benzodiazepines (Oral)",500.0000,"(319) Buspirone Hydrochloride","2014-08-29 00:00:00","2018-07-06","525.00","(-) 30.00","1.05000"
"Combipatch 50/250 Transdermal System","box, 8 pouches, 1 each Estradiol 0.05mg/24h, Norethindrone Acetate 0.25mg/24h, Transdermal patch - Biweekly","Noven Therapeutics, LLC ","68968-0525-08","NDC",12590,10166,6729,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",8.0000,"(648) Estradiol; (740) Norethindrone Acetate","2014-08-29 00:00:00","2019-01-01","191.61","(+) 9.89","23.95125"
"Combipatch 50/250 Transdermal System","pouch, 1 each Estradiol 0.05mg/24h, Norethindrone Acetate 0.25mg/24h, Transdermal patch - Biweekly","Noven Therapeutics, LLC ","68968-0525-01","NDC",12590,10166,6729,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1.0000,"(648) Estradiol; (740) Norethindrone Acetate","2014-08-29 00:00:00","2019-01-01","23.95","(+) 9.89","23.95125"
"Combipatch 50/140 Transdermal System","box, 8 pouches, 1 each Estradiol 0.05mg/24h, Norethindrone Acetate 0.14mg/24h, Transdermal patch - Biweekly","Noven Therapeutics, LLC ","68968-0514-08","NDC",12589,10165,6729,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",8.0000,"(648) Estradiol; (740) Norethindrone Acetate","2014-08-29 00:00:00","2019-01-01","191.61","(+) 9.89","23.95125"
"Combipatch 50/140 Transdermal System","pouch, 1 each Estradiol 0.05mg/24h, Norethindrone Acetate 0.14mg/24h, Transdermal patch - Biweekly","Noven Therapeutics, LLC ","68968-0514-01","NDC",12589,10165,6729,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1.0000,"(648) Estradiol; (740) Norethindrone Acetate","2014-08-29 00:00:00","2019-01-01","23.95","(+) 9.89","23.95125"
"Oxaliplatin 50mg/10ml Solution for Injection","box, 1 vials, 10 ml Oxaliplatin 5mg/1mL, Solution for injection","Sagent Pharmaceuticals","25021-0233-10","NDC",6933,5217,3714,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Platinum Compounds (Intravenous)",10.0000,"(788) Oxaliplatin","2014-09-15 00:00:00","2019-01-01","50.00","(-) 41.17","5.00000"
"Amphetamine/Dextroamphetamine Salts 25mg Extended-Release Capsule","bottle, 100 each Amphetamine-Dextroamphetamine Salts 25mg, Oral capsule, extended release","SpecGx LLC a division of Mallinckrodt Pharmaceuticals","00406-8955-01","NDC",12497,10075,6683,"AB","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Amphetamines (Oral)",100.0000,"(123) Amphetamine Aspartate; (124) Amphetamine Sulfate; (1058) Dextroamphetamine Saccharate; (1059) Dextroamphetamine Sulfate","2019-04-22 00:00:00","2019-04-22","388.70",,"3.88700"
"Amphetamine/Dextroamphetamine Salts 30mg Extended-Release Capsule","bottle, 100 each Amphetamine-Dextroamphetamine Salts 30mg, Oral capsule, extended release","SpecGx LLC a division of Mallinckrodt Pharmaceuticals","00406-8956-01","NDC",12498,10076,6683,"AB","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Amphetamines (Oral)",100.0000,"(123) Amphetamine Aspartate; (124) Amphetamine Sulfate; (1058) Dextroamphetamine Saccharate; (1059) Dextroamphetamine Sulfate","2019-04-22 00:00:00","2019-04-22","388.70",,"3.88700"
"Valrubicin 200mg/5mL Solution for Intravesical Instillation","box, 4 vials, 5 ml Valrubicin 40mg/1mL, Solution for intravesical use","Leucadia Pharmaceuticals","24201-0101-04","NDC",17616,14520,9108,"AO","Generic","aNDA","Rx","On",,"No","No","NA",,"Anthracyclines (Intravesical)",20.0000,"(2607) Valrubicin","2019-04-22 00:00:00","2019-04-22","5623.98",,"281.19900"
"Valrubicin 200mg/5mL Solution for Intravesical Instillation","vial, 5 ml Valrubicin 40mg/1mL, Solution for intravesical use","Leucadia Pharmaceuticals","24201-0101-01","NDC",17616,14520,9108,"AO","Generic","aNDA","Rx","On",,"No","No","NA",,"Anthracyclines (Intravesical)",5.0000,"(2607) Valrubicin","2019-04-22 00:00:00","2019-04-22","1406.00",,"281.19900"
"Solifenacin Succinate 5mg Tablet","bottle, 30 each Solifenacin Succinate 5mg, Oral tablet","Teva Pharmaceuticals USA","00093-5263-56","NDC",8169,6142,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(2724) Solifenacin Succinate","2019-04-22 00:00:00","2019-04-22","333.08",,"11.10267"
"Solifenacin Succinate 5mg Tablet","bottle, 90 each Solifenacin Succinate 5mg, Oral tablet","Teva Pharmaceuticals USA","00093-5263-98","NDC",8169,6142,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",90.0000,"(2724) Solifenacin Succinate","2019-04-22 00:00:00","2019-04-22","999.24",,"11.10267"
"Solifenacin Succinate 10mg Tablet","bottle, 30 each Solifenacin Succinate 10mg, Oral tablet","Teva Pharmaceuticals USA","00093-5264-56","NDC",11151,8792,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(2724) Solifenacin Succinate","2019-04-22 00:00:00","2019-04-22","333.08",,"11.10267"
"Solifenacin Succinate 10mg Tablet","bottle, 90 each Solifenacin Succinate 10mg, Oral tablet","Teva Pharmaceuticals USA","00093-5264-98","NDC",11151,8792,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",90.0000,"(2724) Solifenacin Succinate","2019-04-22 00:00:00","2019-04-22","999.24",,"11.10267"
"Plenamine 15% Amino Acids Bulk Solution for Injection","container, 1,000 ml Amino Acids 15%, Solution for injection","B Braun Medical Inc","00264-4500-00","NDC",26846,21582,13641,"NR","Generic","aNDA","Rx","On",,"No","No","NA",,"Standard Amino Acid Solutions (Intravenous)",1000.0000,"(1867) Lysine Acetate; (1790) Leucine; (2191) Phenylalanine; (2604) Valine; (620) Isoleucine; (1351) Methionine; (1463) Threonine; (1526) Tryptophan; (42) Alanine; (169) Arginine; (1136) Glycine; (507) Histidine; (2282) Proline; (1128) Glutamine; (2438) Serine; (180) Aspartic Acid; (1537) Tyrosine; (2718) Sterile Water For Injection","2019-03-20 00:00:00","2019-03-20","37.02",,"0.03702"
"Trientine Hydrochloride 250mg Capsule","bottle, 100 each Trientine HCl 250mg, Oral capsule","Lannett Co Inc","00527-4068-37","NDC",3372,2742,1807,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antidotes, Systemic (Oral); Chelating Agents (Oral)",100.0000,"(2254) Trientine Hydrochloride","2019-01-24 00:00:00","2019-01-24","15618.34",,"156.18340"
"Gas Relief 80mg Chewable Tablet","bottle, 100 each Simethicone 80mg, Chewable tablet","Rugby Laboratories a Division of The Harvard Drug Group, LLC","00536-1207-04","NDC",9248,6982,4992,"NA","Generic","N/A","OTC","On",,"No","No","NA",,"Other Agents for Functional Bowel Disorders (Oral)",100.0000,"(2079) Simethicone","2019-04-26 00:00:00","2019-04-26","3.99",,"0.03990"
"Gas Relief Extra Strength 125mg Chewable Tablet","bottle, 60 each Simethicone 125mg, Chewable tablet","Rugby Laboratories a Division of The Harvard Drug Group, LLC","00536-1223-08","NDC",9198,6940,4992,"NA","Generic","N/A","OTC","On",,"No","No","NA",,"Other Agents for Functional Bowel Disorders (Oral)",60.0000,"(2079) Simethicone","2019-04-26 00:00:00","2019-04-26","4.96",,"0.08267"
"Erythromycin Ethylsuccinate 200mg/5mL Granules for Suspension","bottle, 100 ml Erythromycin Ethylsuccinate 200mg/5mL, Granules for oral suspension","ANI Pharmaceuticals, Inc.","62559-0630-01","NDC",6158,4645,3343,"AB2","Generic","aNDA","Rx","On",,"No","No","NA",,"Macrolide Antibiotics (Oral)",100.0000,"(1263) Erythromycin Ethylsuccinate","2019-04-29 00:00:00","2019-04-29","324.33",,"3.24330"
"Glucosamine Hydrochloride/Chondroitin Sulfate 500mg-400mg Double Strength Capsule","bottle 120 each Dietary Item","Major Pharmaceuticals Inc, a Harvard Drug Group Company","10006-070025","UPC",27054,,,"NA","Generic","Dietary Supp","OTC","On",,"No","No","NA",,"",120.0000,"","2019-05-03 00:00:00","2019-05-03","16.09",,"0.13408"
